Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/specials/prikosnutsya_k_chistoy_i_velikoy_prirode_altaya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/prikosnutsya_k_chistoy_i_velikoy_prirode_altaya,,301,Redirected,#N/A,
https://youtravel.me/tours/specials/puteshestviya-_rasshiryayushchie_gorizonty,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/puteshestviya-_rasshiryayushchie_gorizonty,"Путешествия, расширяющие горизонты",200,,#N/A,
https://youtravel.me/tours/specials/rakam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/rakam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Раков,200,noindex,#N/A,
https://youtravel.me/tours/specials/rannee-bronirovanie,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/rannee-bronirovanie,Акция - Раннее бронирование туров,200,,#N/A,
https://youtravel.me/tours/specials/rechnye-kruizy,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/rechnye-kruizy,Речные круизы,200,,#N/A,
https://youtravel.me/tours/specials/rozhdestvo,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/rozhdestvo,Туры на Рождество в 2027 году,200,,#N/A,
https://youtravel.me/tours/specials/rybam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/rybam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Рыб,200,noindex,#N/A,
https://youtravel.me/tours/specials/sale,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/sale,Туры со скидками,200,,#N/A,
https://youtravel.me/tours/specials/samye-populyarnye-tury-2026,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/samye-populyarnye-tury-2026,Самые популярные направления в 2026 году,200,noindex,#N/A,
https://youtravel.me/tours/specials/sdelat_fotografii_samykh_redkikh_mest,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/sdelat_fotografii_samykh_redkikh_mest,,301,Redirected,#N/A,
https://youtravel.me/tours/specials/secret-tours,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/secret-tours,Эксклюзивные секретные туры,200,,#N/A,
https://youtravel.me/tours/specials/sekretnaya_stranitsa_s_promokodom,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/sekretnaya_stranitsa_s_promokodom,Секретный промокод NOW06,200,noindex,#N/A,
https://youtravel.me/tours/specials/selskiy-turizm,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/selskiy-turizm,Туры по деревням и селам,200,,#N/A,
https://youtravel.me/tours/specials/skorpionam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/skorpionam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Скорпионов,200,noindex,#N/A,
https://youtravel.me/tours/specials/skyeng,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/skyeng,Уникальная подборка туров от SKYENG,200,noindex,#N/A,
https://youtravel.me/tours/specials/sng_s_utair,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/sng_s_utair,Туры в СНГ с Utair,200,,#N/A,
https://youtravel.me/tours/specials/spa-tury,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/spa-tury,СПА туры,200,,#N/A,
https://youtravel.me/tours/specials/splavy-na-bajdarkah,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/splavy-na-bajdarkah,Cплавы на байдарках,200,,#N/A,
https://youtravel.me/tours/specials/splavy-na-kayakah,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/splavy-na-kayakah,Сплавы на каяках,200,,#N/A,
https://youtravel.me/tours/specials/strany_bez_vizy_s_korotkim_perelyetom,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany_bez_vizy_s_korotkim_perelyetom,"Страны, куда можно без визы: с прямыми рейсами и коротким перелётом",200,noindex,#N/A,старая (удалить?)
https://youtravel.me/tours/specials/strany_bez_vizy_s_pryamymi_reysami,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany_bez_vizy_s_pryamymi_reysami,"Страны, куда можно без визы и куда летают прямые рейсы",200,noindex,#N/A,старая (удалить?)
https://youtravel.me/tours/specials/strany-_kuda_letayut_pryamye_reysy,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany-_kuda_letayut_pryamye_reysy,"Страны, куда летают прямые рейсы",200,noindex,#N/A,
https://youtravel.me/tours/specials/strany-_kuda_letet_ne_dolshe_6_chasov,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany-_kuda_letet_ne_dolshe_6_chasov,"Страны, куда лететь не дольше 6 часов",200,noindex,#N/A,
https://youtravel.me/tours/specials/strany-_kuda_mozhno_otpravitsya_iz_rossii,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany-_kuda_mozhno_otpravitsya_iz_rossii,"Страны, куда можно отправиться из России",200,noindex,#N/A,
https://youtravel.me/tours/specials/strany-_kuda_ne_nuzhna_viza,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/strany-_kuda_ne_nuzhna_viza,"Страны, куда не нужна виза",200,noindex,#N/A,старая (удалить?)
https://youtravel.me/tours/specials/streltsam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/streltsam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Стрельцов,200,noindex,#N/A,
https://youtravel.me/tours/specials/subscription_confirmed,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/subscription_confirmed,Подписка подтверждена. Спасибо!,200,noindex,#N/A,
https://youtravel.me/tours/specials/sup-surfing,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/sup-surfing,САП туры,200,,#N/A,
https://youtravel.me/tours/specials/sustainable_tours,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/sustainable_tours,Устойчивые путешествия,200,,#N/A,
https://youtravel.me/tours/specials/teltsam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/teltsam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Тельцов,200,noindex,#N/A,
https://youtravel.me/tours/specials/tolko_eksklyuzivnye_tury,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/tolko_eksklyuzivnye_tury,Эксклюзивные туры,200,noindex,#N/A,
https://youtravel.me/tours/specials/top_tury,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/top_tury,Лучшие туры 2026 года,200,,#N/A,
https://youtravel.me/tours/specials/tours_from_ukrainian_travel_experts,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/tours_from_ukrainian_travel_experts,Туры от украинских тревел-экспертов,200,,#N/A,
https://youtravel.me/tours/specials/tours_on_february_14,подборки,подборки,Праздники,https://youtravel.me/tours/specials/tours_on_february_14,Туры на 14 февраля,200,,#N/A,
https://youtravel.me/tours/specials/tours-month,подборки,подборки,Подборка Руслана (туры месяца),https://youtravel.me/tours/specials/tours-month,Туры месяца,200,noindex,#N/A,
https://youtravel.me/tours/specials/tury_dlya_perezagruzki,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/tury_dlya_perezagruzki,Туры для перезагрузки,200,,#N/A,
https://youtravel.me/tours/specials/tury_letom,подборки,подборки,Сезоны - лето,https://youtravel.me/tours/specials/tury_letom,Туры летом 2026,200,,#N/A,
https://youtravel.me/tours/specials/tury_osenyu,подборки,подборки,Сезоны - осень,https://youtravel.me/tours/specials/tury_osenyu,Туры осенью 2026,200,,#N/A,
https://youtravel.me/tours/specials/tury_ot_turoperatorov,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/tury_ot_turoperatorov,Авторские туры от туроператоров,200,noindex,#N/A,
https://youtravel.me/tours/specials/tury_po_rossii_i_v_strany-_kuda_mozhno_bez_vizy,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/tury_po_rossii_i_v_strany-_kuda_mozhno_bez_vizy,"Туры по России и в страны, куда можно без визы",200,noindex,#N/A,старая (удалить?)
https://youtravel.me/tours/specials/tury_vesnoy,подборки,подборки,Сезоны - весна,https://youtravel.me/tours/specials/tury_vesnoy,Туры весной 2026,200,,#N/A,
